id,name,first_name,birth_date,birthplace_notes,rank_id,birth_place_id
53228,"Müller",Jakob,1837,,,
53229,"Büchi",Ulrich,1832,,,
53230,Meier,Johann,1824,,,
53231,"Günthard",Alois,10.10.1913,,,
53232,Freimann,Jakob,,,,
53233,Althaus,"Peter F.",,,,
53234,Hoffmann,Maja,1956,,,
53235,Huber,Carlo,,,,
53236,"Im Obersteg",Karl,,,,
53237,"Jehle-Schulte Strathaus",Ulrike,,,,
53238,"Lützelschwab",Wilhelm,,,,
53239,Maier,Alex,,,,
53240,Meyer,"Barbara Maria",,,,
53241,Moilliet,Peter,,,,
53242,Nussbaum,Guido,,,,
53243,Nussbaumer,Marlis,,,,
53244,Rikli,Maya,,,,
53245,"Rüthemann",Kilian,,,,
53246,Saner,Clara,,,,
53247,Schiess,Walter,,,,
53248,Schlager,Ernst,,,,
53249,Schmid,Alfred,,,,
53250,Schwander,Urs,,,,
53251,Schwander,Markus,,,,
53252,Soiron,Alicia,,,,
53253,Spoerri,Cristina,,,,
53254,Stettler,Gustav,,,,
53255,Stieger,Valentina,,,,
53256,Stoll,Robert,,,,
53257,Strasser,Walter,,,,
53258,Treu,Erwin,,,,
53259,Vischer,Florian,,,,
53260,"Mutzenbecher, von",Werner,,,,
53261,"Ronda, von",Hortensia,,,,
53262,Weitnauer-Enholz,Fritz,,,,
53263,Winteler,Anna,,,,
53264,Baumann,Philip,,,,
53265,Brunner-Brugg,Peter,,,,
53266,Veyrassat,"Elisabeth Françoise Joséphine",1864,,,
53267,Mayor,"Valentine Jeanne",1856,,,
53268,"Meuron, de",Gilbert,1943,,,
53269,Hofer,Konrad,,,,
53270,"Küng","René",,,,
53271,"Plüss-Feigel",Hans,,,,
53272,Portmann,A.,,,,
53273,Rohner,Kurt,,,,
53274,Weinberg,Ben,,,,
53275,Haerle,Peter,1965,,,
53276,Herzog,Madeleine,1961,,,
53277,Barbey,Nathalie,08.06.1959,,,
53278,"Berthout van Berchem-Koechlin",Jacques,17.01.1930,,,
53279,Koechlin,"Marie Danièle",1936,,,
53280,Bonneton,"Fanny Suzanne",1853,,,
53281,Bohny,Gustav,,,,
53282,Oeri,"Hans Rudolf",,,,
53283,Sarasin,Rudolf,,,,
53284,Senn,Rudolf,,,,
53285,"Sütterlin",Hans,,,,
53286,"Müller","Otto 3",,,,
53287,Dumuid,Henri,,,,
53288,Borloz,Arnold,,,,
53289,Chauvet,"Andrée Camille Emilie",1921,,,
53290,Bercher,Jacques,27.01.1934,,,
53291,Guyet,Jaques,31.08.1923,,,
53292,Herren,Jaques,02.02.1919,,,
53293,"Preux, de",Pierre,10.05.1957,,,
53294,Reymond,Alec,29.06.1956,,,
53295,Tissot,Henri,21.03.1906,,,
53296,Vogt,Louis,05.11.1886,,,
53297,Keller-Bodmer,Thomas,24.12.1924,,,
53298,Bodmer,"Christiane Dorry",1926,,,
53299,Keller-Baur,"Max Rudolf",1893,,,
53300,Baur,"Luise Anny",1894,,,
53301,Martin,Gabrielle,1906,,,
53302,Dufour-Vernier,"Jean René",1923,,,
53303,Burckhardt,Eleonore,1862,,,
53304,Miazza,"Gisèle",,,,
53305,Tschudi,Felix,1917,,,
53306,Vernet-Bourcart,Henri,1899,,,
53307,Vernet,Dominique,1923,,,
53308,Vernet,Catherine,1948,,,
53309,Angst,H.,,,,
53310,Stoll,Hermann,,,,
53311,Fleiner,Albert,,,,
53312,Classen,Hermann,,,,
53313,Kusch,Elimar,,,,
53314,Freytag,Albert,,,,
53315,"Römer",Paul,,,,
53316,"Schönberger",Martin,,,,
53317,"Bärlocher",Ed.,,,,
53318,Bavier,Emil,,,,
53319,"Würtenberger",E.,,,,
53320,Dalang,Max,,,,
53321,Duttweiler,M.,,,,
53322,Fries,Willy,,,,
53323,"Lüthy",E.,,,,
53324,Schuler,Hans,,,,
53325,Zimmermann,Ed.,,,,
53326,Escher,Carl,,,,
53327,Bodmer,"H. C.",,,,
53328,Gurny,Dionys,,,,
53329,Binder,Walter,,,,
53330,"Müllenbach",Thomas,,,,
53331,"Müller","Paul 5",,,,
53332,Tuchschmid,Hanspeter,,,,
53333,Marty,Hanspeter,,,,
53334,"Krayenbühl",Thomas,,,,
53335,Erne,Victor,,,,
53336,Maissen,Anja,,,,
53337,Wick,"Cécile",,,,
53338,Buetti,Daniele,,,,
53339,Truniger,Isabel,,,,
53340,Rosston,Jean,,,,
53341,Surbeck,Elisabeth,,,,
53342,Nager,Bessie,,,,
53343,Saile,Peter,,,,
53344,Streuli,Christine,,,,
53345,Schifferle,Klaudia,,,,
53346,Weiss,Markus,,,,
53347,Ernst,Paul,,,,
53348,"Spöndlin","Julie Lucy Anna",1877,,,
53349,Burklen,Charles,1889,,,
53350,Appenzeller,Heinrich,,,,
53351,Barde-Vernet,Alain,1913,,,
53352,Barde,Nicolas,1943,,,
53353,Hunziker-Schinz,"Karl Rudolf",1806,,,
53354,Charby,Frank,,,,
53355,Quadranti,Piergiorgio,,,,
53356,Perrin,Marcelle,,,,
53357,Pugin,Georgette,,,,
53358,Pestalozzi-Pestalozzi,"Friedrich Salomon",1813,,,
53359,"Bosshardt (Bosshard)",Arnold,1871,,,
53360,"Waser-Müller","Johann Heinrich",1859,,,
53361,Waser,"Emilie Anna",1889,,,
53362,"Bär","Alice Rosa",,,,
53363,"Bär","Rudolf Jakob",,,,
53364,Contratto,Franca,1972,,,
53365,Eggen,Mirjam,,,,
53366,Vettiger,Thomas,1965,,,
53367,Chenaux,Jean-Luc,1960,,,
53368,Staehelin,Elisabeth,1896,,,
53369,Staehelin-Linder,Ernst,1860,,,
53370,Staehelin-Burckhardt,Samuel,1824,,,
53371,Bernoulli-Glitsch,Daniel,1843,,,
53372,Bernoulli,Sophie,1875,,,
53373,Bernoulli,Olga,1874,,,
53374,Usteri,Luise,1823,,,
53375,Usteri-Usteri,Jakob,1788,,,
53376,"Usteri-Dürr","Johann Martin",1812,,,
53377,Usteri-Gessner,"Johann Martin",1782,,,
53378,"Usteri-Escher vom Glas","Johann Martin",1754,,,
53379,Ziegler,Bertha,,,,
53380,"Indermühle",Urs,,,,
53381,Genecand,Jean-Claude,24.05.1934,,,
53382,Plantamour,"Amélie",1842,,,
53383,Plantamour,Pauline,1818,,,
53384,Plantamour-Saladin,"Theodore François",1777,,,
53385,Mallet,"Lydie Marie",1848,,,
53386,Mallet-Plantamour,"Edouard Félix",1805,,,
53387,Plantamour,Marie,1813,,,
53388,Rigaud,"Anne Pernette",1781,,,
53389,Chappuis,Jean-Claude,20.04.1924,,,
53390,Battiston,Stefano,28.07.1972,,,956
53391,Huang,Yi,,,,
53392,Letina,Igor,1986,,,
53393,Mazzonna,Fabrizio,24.06.1981,,,
53394,"Morkötter",Stefan,05.06.1981,,,
53395,"Mrázová (Thibault Mrázová)",Monika,,,,
53396,Parchet,"Raphaël",,,,
53397,Renne,Jean-Paul,01.07.1979,,,
53398,Schmid,"Lukas D.",,,,
53399,Vandewalle,Lore,,,,
53400,Bauer,Luc,,,,
53401,"Garcin (-Bauer)",Dominique,,,,
53402,"Liechti (-Bauer)","Frédérique",,,,
53403,Baumann,Philipp,1985,,,
53404,Bilbiie,"Florin Ovidiu",22.04.1976,,,
53405,Blankart,"Rudolf (Carl Rudolf Berchtold)",27.04.1980,,,491
53406,Boppart,Timo,01.03.1983,,,
53407,Cujean,Julien,?,,,
53408,"Hémous",David,24.09.1983,,,
53409,Kachi,Aya,27.09.1978,,,
53410,Kebir,"Leïla",1970,,,155
53411,"Kröncke (Kroencke)","Tim Alexander",,,,
53412,Lein,"Sarah Marit",,,,
53413,Lucchetti,"Jeremy Laurent",,,,
53414,Michaely,Roni,,,,
53415,"Montez (Vieira Montez)","João Pedro",,,,
53416,Nikolov,Boris,,,,
53417,Stremitzer,Alexander,,,,
53418,Sussman,Nathan,,,,
53419,Tetenov,Aleksey,,,,
53420,"Tykvová",Tereza,,,,
53421,Walden,Johan,,,,
53422,Weigert,Florian,29.10.1981,,,278
53423,Bovy,Antony,1830,,,
53424,Theiler,Josef,3.4.1873,,,
53425,Burckhardt,Maria,1828,,,
53426,Burckhardt,Susanna,1825,,,
53427,Bischoff-Merian,Rudolf,1817,,,
53428,Bischoff,Rosina,1856,,,
53429,"Süri",Daniel,05.03.1951,,,
53430,"Galissard de Marignac",Edouard,30.04.1849,,,20
53431,"Palézieux, de",Anne,,,,
53432,Darier,"Laure Louise",1878,,,
53433,"Decrue-De l'Harpe","David Alexandre",1807,,,
53434,Decrue,"Pauline Anne",1840,,,
53435,Honegger,"Max Victor",04.11.1889,,,
53436,Sarasin,Carolina,1835,,,
53437,Locher,Amalie,1830,,,
53438,Locher,Anna,1834,,,
53439,"Rougemont, de","Anne Marie",1910,,,
53440,Philippe,Adrien,,,,
53441,Riggenbach,Elisabeth,1892,,,
53442,Preiswerk,Christina,1868,,,
53443,"La Roche-Ringwald","René",1881,,,
53444,"La Roche",Marguerite,1919,,,
53445,"Meyer-von Orelli",Albert,13.03.1870,,1,344
53446,Vetter,"Rudolf Conrad",25.06.1890,,10,10
53447,Bodmer-Vogel(+Kieser),"Leo (Carl Martin Leonhard)",28.01.1880,,1,10
53448,Schindler-Huber,"Dietrich (+Samuel)",22.07.1856,,0,10
53449,Henggeler-Frei,August,01.02.1848,,,106
53450,Maurer,Rudolf,24.03.1872,,,3149
53451,"König",Walter,13.01.1908,,1,10
53452,Meierhans,"Paul Ulrich",30.08.1895,,,3150
53453,Reich,Emil,17.11.1900,,0,1773
53454,Schweizer,"Rolf Walter",06.08.1930,,0,99
53455,"Spälti",Peter,12.10.1930,,0,33
53456,Abegg-Arter,Carl,20.04.1836,,,105
53457,Aebli-Hartmann,Jacques,1850,,,
53458,Duflon,Louis,23.02.1860,,,1623
53459,Deucher-Schweizer,"Adolf Heinrich",26.06.1908,,,
53460,Duttweiler,Heinrich,1848,,3,186
53461,Freimann,"Johann Jakob",1849,,,
53462,Gemperle-Beckh,Albert,30.10.1853,,7,
53463,Hanhart-Staub,Joseph-Rudolf,27.09.1836,,,
53464,"Herberg, von der",Georg,,,,
53465,"Hirzel-Bühler",Fritz,17.08.1869,,3,10
53466,Kjelsberg-Caflisch,Olaf,21.06.1857,,,3151
53467,Rieter,Benno,13.09.1870,,5,33
53468,"Speyr von-Boelger",Albert,12.04.1848,,,17
53469,"Spörri",Johannes,26.02.1837,,,1841
53470,Stauffacher-Reber,Werner,01.04.1868,,,
53471,"Streuli-Hüni","Emil Heinrich",1839,,2,195
53472,Verdier-Mussard,"Frédéric",23.05.1853,,3,63
53473,Zoelly-Veillon,Heinrich,11.04.1862,,,2906
53474,Bettschart,Anton,04.02.1893,,,480
53475,"Corthésy","Jean Constant",11.04.1907,,,3152
53476,Eggenberger,Florian,19.05.1895,,0,794
53477,Jacottet,"Carl Maurice",07.02.1904,,,14
53478,"Käppeli",Robert,21.07.1900,,5,21
53479,Pfeiffer,Jean-Henri,1895,,,
53480,"Renggli-Müller",Paul,30.12.1885,,0,437
53481,Schenker-Wolfgramm,Ernst,12.11.1887,,,
53482,Schweizer-Wehrli,Willy,1911,,,
53483,Ziegler,Max,19.12.1898,,,
53484,Zschokke,Peter,22.02.1898,,,17
53485,Aeppli,Oswald,13.05.1916,,0,10
53486,Haefely,"James Emil",21.03.1909,,3,17
53487,"Fürer",Arthur,18.12.1920,,3,761
53488,Walther,Heinrich,07.09.1862,,3,3153
53489,"Grosjean-Montmollin, de",Carlos,14.01.1929,,2,277
53490,Hegglin,Josef,,,,
53491,Hess,Kurt,18.08.1910,,5,15
53492,"Stäuble",Erika,05.03.1953,,,
53493,Koechlin-Sarasin,Samuel,29.03.1925,,5,1142
53494,Meyer,Emile,05.01.1919,,,67
53495,Moret,Marc,15.11.1923,,,3154
53496,Portmann,Heinz,1930,,5,
53497,Schatz,Lucien,,,,
53498,"Sprüngli-Halter","Rudolph Robert",15.03.1920,,,10
53499,Buchli,Jakob,04.03.1876,,5,32
53500,"Christ-de Neufville",Rudolf,02.07.1872,,5,17
53501,"Däniker-Escher","Heinrich (Johann)",03.07.1883,,2,
53502,Dreyfus-Marx,Armand,04.12.1875,,,511
53503,Engi-Hollenweger,Gadient,13.12.1881,,,32
53504,Fehlmann,Heinrich,15.04.1880,,,81
53505,"Hägi(Haegi)-Baer",Ernst,04.09.1884,,,3155
53506,Hofmann-Schmid,Albert,22.04.1874,,,15
53507,"Jenny-Müller","Caspar (Sohn) Heinrich",07.01.1890,,,775
53508,Meyfarth,"Gottlieb Ludwig",23.12.1884,,,33
53509,Naville-Vogel,Robert,10.02.1884,,5,10
53510,Schmidheiny-Alder,Jacob,21.06.1875,,0,29
53511,Lutz-Schwartz,"Alfred C.",1873,,,
53512,Schlaepfer,Walter,,,,
53513,Pilet,Jacques,18.10.1943,,,
53514,Tissot-Daguette-Martin,"(Paul) Edouard",28.08.1864,,,101
53515,Turrettini-Ador,Fernand,02.03.1882,,1,20
53516,Trojani,Fabio,29.08.1965,,,
53517,Wegmann-Mayenfisch,"Gustav Wilhelm",1872,,2,10
53518,Burckhardt-Passavant,"Hans Rudolf",1871,,,
53519,Burckhardt-Vischer,"Karl Felix Wilhelm",1855,,,
53520,"Chauvet-d'Auriol","Henri Michel",12.05.1856,,,37
53521,Hafner-Tobler,Emil,21.05.1846,,7,10
53522,Hasler-Dennler,Eugen,1855,,,
53523,Heer-Huber,"Henri (ou Heinrich)",02.05.1871,,2,10
53524,Herzog,"Hans 2",30.09.1846,,7,50
53525,"Im Hof",Emil,,,,
53526,"Jäggli-Pünter","Rudolf Jakob",1852,,,
53527,Kuhn,Jacob,,,,
53528,Merz-Rieter,Walter,08.01.1868,,,91
53529,Piguet,"Armand W.",31.10.1855,,,70
53530,Platen,Jules,,,,
53531,Ryhiner-Stehlin,"Albert (Karl Albert)",1855,,,
53532,Sandmeyer,Traugott,15.09.1854,,,170
53533,Schneebeli,"Heinrich Emil",19.10.1854,,1,58
53534,Schoch-Wiedemann,Jakob,1833,,,
53535,Sebes-Baumann,Eugen,1853,,,
53536,Seeburger-Forrer,Emil,1841,,,288
53537,"Stübler",Adolf,,,,
53538,Turrettini-Mirabaud,"Albert Emmanuel",09.05.1852,,,20
53539,Weber,Jules,18.04.1848,,,33
53540,"Zuppinger-Guggenbühl",E.,,,,
53541,"Brüschweiler",Carl,06.12.1878,,,598
53542,"Cérenville, de-Larguier des Bancels",Max,18.11.1875,,1,67
53543,Stohler,Jacques,1930,,,
53544,Freymond,Arthur,01.04.1879,,,3156
53545,Heberlein-Heberlein,"Rudolf Victor",07.08.1901,,,1305
53546,Joerin-Suter,"Jean (Johann)",12.11.1858,,,100
53547,Kinzelbach,Charles,13.02.1880,,,2125
53548,Merz,Leo,13.07.1869,,,295
53549,Naeff,E.,,,,
53550,Sandoz-Passavant,"Edouard Marcel",21.03.1881,,,17
53551,"Schulthess-Rechberg von-Bodmer",Hans,08.04.1885,,0,10
53552,Welti,Robert,1859,,,
53553,Landis,Jakob,13.01.1895,,5,15
53554,"Bär",Werner,30.10.1899,,1,17
53555,Barbey,Thierry,1927,,,
53556,Belmont-Devantay,"Josef Remigius",24.05.1896,,,
53557,Fischer,"Georg A.",05.02.1890,,5,39
53558,Vogt,Emil,12.04.1906,,,17
53559,Gossweiler-Wander,"Charles Hermann (Karl)",27.01.1896,,0,
53560,"Häberlin-Meyer",Heinz,21.10.1898,,,
53561,Heberlein-Grob,Eduard,11.06.1874,,,479
53562,Hentsch-Kunkler,"Gustave Agénor",21.06.1880,,2,20
53563,"Hürlimann","Erwin J.",05.04.1880,,,161
53564,Oederlin-Ziegler,Friedrich,14.12.1880,,5,10
53565,Pitteloud,Cyrille,30.10.1889,,,3157
53566,Sacher,Paul,28.04.1906,,,17
53567,"Sarauw-von Wyss",Adolf,11.03.1889,,,
53568,Schneider-Mousson,Walter,1894,,,
53569,Seiler-Cattani,Hermann,28.04.1876,,1,287
53570,Sieber,"Urs H.",1910,,,
53571,Staub,Hans,31.12.1890,,5,203
53572,Steinfels-Hirzel,Friedrich,24.01.1895,,1,10
53573,Stucki-Sahli,"Walter Otto",09.08.1888,,0,50
53574,Niederhauser,Otto,11.05.1915,,5,1966
53575,Hauser-Coninx,"Jürg",19.04.1942,,,
53576,Kalantzis,Peter,1945,,,
53577,Kuhn,Niklaus,16.09.1934,,,10
53578,"Müller",Hans-Ulrich,1941,,,
53579,Ogay,Claude-Edouard,25.04.1942,,,67
53580,Reinhardt,Erwin,,,,
53581,Sarasin-Heusser,"Beat Alexander",22.05.1932,,0,
53582,Gubser,Albert,1901,,,
53583,Chavannes-Dufour,Ernest,08.08.1869,,3,67
53584,Matter,Albert,02.02.1906,,5,17
53585,Gallusser,"Hans-Jürg",25.11.1931,,0,17
53586,Firmenich,Roger,14.09.1906,,3,20
53587,Gossweiler,Nicolas,1923,,,
53588,Jacot,"André",29.03.1926,,,70
53589,Keller,"Eduard Luk",07.09.1915,,5,665
53590,Lombardi-Ducotterd,Giovanni,28.05.1926,,,13
53591,Tobler,"Gustav 2",11.11.1922,,1,2
53592,Travelletti,Adolphe,17.11.1914,,,3158
53593,Vontobel-Gut,Hans,04.12.1916,,0,10
53594,"Zoelly-Bühler","Dieter (ou Dietrich)",31.07.1925,,1,
53595,Maitre,Jean-Philippe,18.06.1949,,,20
53596,Aeschbacher,Ruedi,15.09.1941,,2,2
53597,Eggly,Jacques-Simon,04.09.1942,,49,20
53598,Fehr,Mario,13.09.1958,,,10
53599,Gysin,Remo,04.02.1945,,,17
53600,"Donzé",Willy,04.04.1916,,,5
53601,Oeri-Preiswerk,"Albert Jakob",21.09.1875,,,39
53602,Scherer,"Victor Emil",03.10.1881,,,17
53603,Schaeppi,"Béatrice",,,,
53604,Widmer-Schoellhorn,Hans-Gottlieb,08.08.1889,,,33
53605,"Kägi","Jakob E.",25.07.1886,,,1249
53606,Pfister,Otto,09.11.1875,,,136
53607,Weber,"Robert 2",04.01.1886,,,3159
53608,Winiger,Josef,24.01.1855,,2,1604
53609,Amsler,Johann-Rudolf,08.11.1853,,,8
53610,Roth,Heinz,1954,,,
53611,Ringger,David,05.09.1860,,,194
53612,Studler,Albert,22.11.1840,,,2370
53613,"Wyss-Wattenwyl, von","Ernst Siegfried",19.01.1857,,0,968
53614,Gugelmann-Roth,Arnold,09.01.1852,,0,476
53615,Isler,"Peter Emil",31.01.1851,,,71
53616,Leumann-Sulzer,"Johann Georg",30.08.1842,,0,3160
53617,Scherrer,Paul,02.04.1862,,0,3161
53618,Zuppinger-Spitzer,"Johann Friedrich",1848,,,
53619,Casparis,Paul,18.09.1889,,5,3162
53620,Gattiker-Sautter,August,16.08.1873,,,347
53621,Giacometti,"(Antonio) Augusto",16.08.1877,,,461
53622,Hubacher,Hermann,01.08.1885,,,62
53623,"Müller-Munz",Caspar,26.05.1883,,,
53624,Ursprung,August,23.08.1884,,,3163
53625,Rappard-Gautier,"William Emmanuel",22.04.1883,,5,174
53626,Righini,Sigismund,04.01.1870,,,312
53627,Waser,Ernst,18.03.1887,,,10
53628,Zweifel,Edwin,22.04.1897,,,17
53629,Hatt-Wiskemann,"Eugen Hugo",1909,,,10
53630,Fischer-Forster,Franz,28.11.1900,,,337
53631,Landolt-Stadler,Emil,23.09.1895,,3,10
53632,Chable,Robert,14.10.1887,,,14
53633,Zwahlen-Glapey,Jean,10.03.1908,,0,67
53634,Richner,Edmund,07.09.1900,,,2
53635,Pictet-Turrettini,"Charles Henri",09.03.1945,,5,
53636,Schneider,Arnold,12.02.1920,,,17
53637,"Vernet-Le Fort",Alfred,1885,,,
53638,Linder,"Wilhelm (Willy)",16.03.1922,,,50
53639,Wenk,Willi,11.04.1914,,,17
53640,Heintz,Peter,06.11.1920,,,529
53641,Briner,"Robert 2",22.11.1916,,7,
53642,"Lüthy",Herbert,15.01.1918,,,17
53643,Meyer,Verena,04.06.1929,,,10
53644,Weber,Monika,18.03.1943,,,10
53645,Schoeller-Ziesing,Arthur,16.01.1852,,,369
53646,Dunant-Duval,Gaston,1871,,,
53647,"Carlo, De",Luigi,,,,
53648,Eckert,Peter,14.02.1945,,,
53649,Jacobi,Klaus,12.11.1929,,0,62
53650,Zweifel,"Peter 2",07.05.1946,,,10
53651,Kohli,Ulrich,07.04.1948,,,10
53652,Kugler,Peter,04.04.1949,,,17
53653,Burckhardt,Jacqueline,04.11.1947,,,17
53654,Ruiz-Vazquez,Francisco,20.04.1940,,,
53655,Zschokke-Freyvogel,Hans-Peter,06.07.1899,,,
53656,Veyrassat-Berney,Henri,05.07.1831,,,20
53657,Schneeli-Schweizer,"Max Eduard",1864,,,
53658,Buxtorf-Burckhardt,August,16.12.1877,,,17
53659,Bodmer-Naville,Martin,13.11.1899,,,10
53660,Ody,Firmin,19.09.1859,,,72
53661,Moriaud,Paul,04.01.1865,,,
53662,Favre-Rigaud,"Jean Alphonse",31.03.1815,,,20
53663,Huber-Ziegler,Oskar,27.06.1864,,2,1861
53664,Ganz-Kern,Paul,05.07.1872,,,10
53665,"Däniker",Heinrich,1897,,,
53666,Gavard,Jacques,11.04.1871,,,20
53667,Bagnoud,Claude,,,,
53668,Sulzer-Steiner,"Jakob Heinrich",19.03.1837,,0,33
53669,Hentsch,Charles-Emile,17.04.1826,,,20
53670,Helg,"René",05.01.1917,,3,37
53671,Dapples,Louis,09.09.1867,,,87
53672,Schmid,Robert,08.02.1867,,,3165
53673,"Greyerz, von",Otto,06.09.1863,,,
53674,Oeri-Chappuis(-Sarasin),"Rudolf Daniel",17.09.1849,,,
53675,Alioth-Merian,"Johann Sigismund",1881,,,
53676,Coninx-Wettstein,Otto,07.10.1915,,,10
53677,Escher,Sophie,1871,,,
53678,Streichenberg-Burckhardt,"Jakob Rudolf",1833,,,
53679,Hofmann-Hess,Willy,1893,,,
53680,Niggli,Paul,26.06.1888,,5,207
53681,Veillon-Burckhardt,"Charles Auguste",1833,,1,
53682,"Mäder",Christoph,21.07.1959,,,
53683,"Förster",Till,09.07.1955,,,
53684,Baumgartner,Matthias,1966,,,
53685,Kyek,"Jürgen",1952,,,
53686,"Böni",Pascal,1967,,,
53687,Brunner,Peter,1945,,,
53688,"Löliger","Hans J.",1943,,,
53689,Scheidt,"Herbert J.",1951,,,
53690,Bodmer,"Hans 3",,,,
53691,Martelli,Kathrin,21.10.1952,,,10
53692,"Rentsch Savoca","Katharina Marianne",05.03.1963,,,
53693,Sieber,Liliane,,,,
53694,"Känel",Walter,23.06.1935,,,
53695,"Keller-König",Barbara,1954,,,
53696,"Turrettini-De la Rive",William,1810,,,
53697,Golay,Henri,,,,
53698,Geisendorf,"Marthe Alice",27.03.1866,,,20
53699,Diodati-Rigaud,"Théodore",08.11.1816,,,
53700,Colomb-Penard,Maurice,1856,,,
53701,Oltramare-Forestier,Hugues,31.05.1851,,,20
53702,Wehrli-Keyser,"Hans Jakob",02.07.1871,,,10
53703,Chevrier,"Catherine dite Many",28.05.1790,,,
53704,Duval,"Sophie 2",1847,,,
53705,Duval-Plantamour,"David Jacob",1814,,,
53706,Duval,"Natalie Adrienne",1845,,,
53707,Duval-Hartmann,"Philippe Louis",1844,,,
53708,Tamm,Christoph,13.03.1923,,,17
53709,Riggenbach,"Christine Marg.",1893,,,
53710,"Necker-Saussure de",Jacques,1757,,,
53711,Blumenstein-Steiner,Ernst,23.10.1876,,,2166
53712,Landolt-Locher,Paul,1872,,,
53713,"Muralt von",Helena,1855,,,
53714,Bosshard,Emil,24.06.1860,,,10
53715,Gourd,Jean-Jacques,13.09.1850,,,3166
53716,Hartwich,Karl,26.03.1851,,,3167
53717,"Herff, von",Otto,15.06.1856,,,3168
53718,"Kägi",Adolf,30.09.1849,,,400
53719,"Köhler","Walther (Ludwig)",27.12.1870,,,2776
53720,Rytz,Andrea,,,,
53721,Niedermann,Max,19.05.1874,,,33
53722,Prevost-Mallet,Jean-Louis,12.05.1838,,,20
53723,Rusterholz,Arnold,21.05.1869,,1,487
53724,Henn,Rudolf,09.11.1922,,,
53725,Wilms,Max,05.11.1867,,,3169
53726,Wyss,Oscar,17.08.1840,,,1931
53727,"Seigneux, de",George-Adrien,1837,,,
53728,Piaget,Jean,09.08.1896,,,14
53729,Berger,Bernhard,,,,
53730,Fischer,"Otto 2",22.05.1886,,,3170
53731,Handschin,Jacques,05.06.1886,,,79
53732,Handschin,Eduard,31.08.1894,,,97
53733,Labhardt,Alfred,24.03.1874,,,17
53734,Bartolo,Patrick,,,,
53735,Massini-Speiser,Rudolf,04.10.1880,,2,17
53736,Deluz,Auguste,04.09.1874,,,1197
53737,"Howald-Schröter",Ernst,20.04.1887,,,50
53738,Jud,Jakob,12.01.1882,,,2603
53739,Meyer,Edgar,05.03.1879,,,257
53740,Mutzner,Paul,05.05.1881,,,32
53741,Strohl,Jean,22.02.1886,,,3171
53742,Zollinger-Prior,Fritz,17.05.1884,,,
53743,"Guggenbühl",Gottfried,03.04.1888,,,184
53744,Guyer,August,29.07.1897,,,136
53745,Bernoulli-Burckhardt,"August Christoph",1839,,,
53746,Rich,Arthur,21.01.1910,,,999
53747,Blanc,"Charles 5",01.07.1910,,,67
53748,Frey-Burckhardt,Erwin,21.05.1906,,,17
53749,Geiger-Huber,Max,08.02.1903,,2,26
53750,Georgi,Felix,17.09.1893,,,10
53751,Keller,Wilhelm,19.10.1909,,,3172
53752,"Krayenbühl",Hugo,03.12.1902,,,2078
53753,Leupin,Kurt,17.03.1907,,2,17
53754,Laufenburger,Henry,09.01.1897,,,
53755,Miescher,Ernst,06.10.1905,,,17
53756,"Muralt, von",Leonhard,17.05.1900,,,10
53757,Schweizer,Eduard,18.04.1913,,,17
53758,Stamm,"Johann Jakob",11.09.1910,,,17
53759,"Steinen von den-Im Hof",Wolfram,23.11.1892,,,3173
53760,Straumann,Heinrich,22.09.1902,,,171
53761,"Töndury",Gian,17.03.1906,,,152
53762,Uehlinger,Erwin,08.08.1899,,,39
53763,Chappuis,Jean-Marc,09.12.1924,,,20
53764,Haselbach,Edwin,10.11.1940,,,10
53765,Landolt,"Elias 2",24.07.1926,,,10
53766,Meier-Hayoz,Arthur,02.06.1922,,,10
53767,Merbach,"André",06.03.1940,,,67
53768,Peter,Hans,27.11.1923,,,10
53769,Rehberg,"Jörg Walter",27.07.1931,,,312
53770,"Schwarz-Hüssy",Dietrich,02.06.1913,,,10
53771,Studer,Tobias,23.12.1939,,,81
53772,Zollinger,"Hans Ulrich",16.06.1912,,,9
53773,Basler,"Konrad 3",21.10.1960,,,
53774,Brassel,Kurt,08.03.1943,,,
53775,Herren-Oesch,Madeleine,26.01.1956,,,
53776,Hirszowicz,Christine,21.06.1935,,,3174
53777,Junod,Eric,12.09.1942,,,20
53778,Seriot,Patrick,14.02.1949,,,3175
53779,Weder,Hans,27.12.1946,,,3176
53780,"Wyss, von-Kernen","Melchior Heinrich",16.08.1854,,,10
53781,Nef-Lavater,Karl,22.08.1873,,,2
53782,Heidrich,Ernst,05.07.1880,,,3177
53783,Preiswerk,Max,1895,,,
53784,Waser-Syz,"Jakob Ernst",02.11.1860,,,
53785,Widmer,Eric(-Daniel),03.09.1966,,,20
53786,"Brülhart",Marius,07.06.1967,,,10
53787,Cornaz,Stefan,21.09.1944,,,17
53788,Jaquet-Berger,Christiane,02.08.1937,,,67
53789,Ostermann,Roland,18.01.1938,,,67
53790,Weder,"Hansjürg",10.08.1928,,,17
53791,Ridinger,Richard,1958,,,
53792,Deltenre,"Ingrid Ella",25.08.1960,,,170
53793,Walder,Marc,19.08.1965,,,
53794,Attin,Thomas,1963,,,
53795,Cajochen,Christian,1964,,,
53796,Bentele,Philippe,,,,
53797,Crevoisier,Olivier,30.07.1963,,,
53798,Schoch,Werner,25.09.1912,,,
53799,"Flückiger",Alexandre,1967,,,
53800,"Hertig Randall",Maya,1973,,,
